user_id,age,retirement_age,annual_income,monthly_income,current_savings,emergency_fund,stock_investments,mutual_fund_investments,fd_investments,gold_investments,monthly_sip,epf_balance,ppf_balance,nps_contribution,monthly_expenses,total_loans,emi_per_month,dependents,risk_appetite,smoker,diabetes,blood_pressure,insurance_cover,inflation_rate,expected_market_return,retirement_readiness_score,retirement_status
249,25,56,2742589,228549,14798980,834750,2554785,3245036,1199212,967515,43643,3543869,617442,40182,43598,8673311,37287,0,Aggressive,Yes,Yes,Normal,13289130,6.32,12.52,52,Partially Ready
250,48,63,4082304,340192,885911,375135,3805749,2475962,2989005,423482,119192,756481,524460,21238,100980,2072728,23905,2,Conservative,No,Yes,High,18566543,4.57,11.15,52,Partially Ready
251,46,52,1733487,144457,11297215,1185921,1259043,679997,606527,375110,13450,3519706,646053,20284,248967,4844933,47368,1,Conservative,No,Yes,High,16797611,4.59,8.92,61,Partially Ready
252,53,66,348239,29019,16607998,498867,1819269,2469867,2766020,997640,118944,3440599,926679,5203,18446,4105605,143482,1,Conservative,Yes,Yes,Normal,11811162,5.39,12.4,66,Partially Ready
253,24,54,572060,47671,19447572,1265181,2503509,1388780,367851,102826,28544,3497688,373813,10573,164097,9981923,147371,4,Moderate,Yes,Yes,High,10932103,4.89,11.19,56,Partially Ready
254,45,62,867629,72302,14388608,1154421,544637,1228229,1974748,282162,31987,2301989,690400,34540,231928,8802102,55009,0,Aggressive,Yes,No,High,14429541,7.48,12.28,49,Not Ready
255,60,67,2478186,206515,17679204,1206161,2968336,3888561,544056,1288259,147491,4164079,1089902,47787,275959,8262853,47161,2,Conservative,Yes,Yes,Normal,15698973,8.42,9.63,74,Partially Ready
256,29,56,3778186,314848,13942915,95404,2800052,1466538,2350552,1336941,55663,94768,1343473,13185,162653,4268417,17782,2,Conservative,Yes,No,High,13389210,5.54,11.55,63,Partially Ready
257,58,63,1773283,147773,6560082,693139,2834819,3868321,2820556,1004762,124387,298284,1354030,8896,267442,2606949,120748,2,Moderate,No,Yes,High,19056329,8.46,11.76,73,Partially Ready
258,42,67,4795333,399611,678086,436758,4843562,2875167,1391331,741543,17357,1252460,588167,2042,192813,6295495,140056,3,Conservative,Yes,No,High,1161266,8.21,12.0,37,Not Ready
259,39,63,1028112,85676,16728379,498371,3117068,1895432,1269316,453278,137651,2536029,367028,7355,211196,627384,52978,0,Moderate,Yes,Yes,High,16322626,8.57,11.11,82,Ready
260,55,64,3045909,253825,4858183,206048,4329751,2838358,556656,430308,9582,3853461,812831,46771,288859,1943405,1077,4,Conservative,No,No,Normal,3559556,5.55,8.31,67,Partially Ready
261,55,70,2921278,243439,804312,1211230,2618444,2679534,880156,672934,52574,1615189,600975,18130,294065,5354444,115635,1,Moderate,Yes,Yes,Normal,7031586,7.36,9.91,42,Not Ready
262,56,66,4908413,409034,10736580,568437,1187464,3956393,2954273,594055,64179,1436758,149407,20406,192596,9069378,116299,5,Conservative,Yes,No,Normal,2989693,4.25,8.2,60,Partially Ready
263,49,66,1801418,150118,19939598,1320095,3739945,2585013,1491596,655235,87118,1662178,1495056,49702,294699,1317776,122079,5,Moderate,Yes,No,High,15716117,6.84,8.65,76,Partially Ready
264,52,60,2177323,181443,4872499,1293821,2164703,3828819,1524417,822244,48064,2770991,1654188,21283,252650,8179005,7933,3,Moderate,Yes,No,High,19383002,4.33,8.79,60,Partially Ready
265,30,66,1163457,96954,13662562,1497939,897424,1366796,2332661,1361998,18592,2534350,1117248,30210,225143,9907549,108381,1,Moderate,No,Yes,High,7087312,5.19,9.71,54,Partially Ready
266,59,67,3952011,329334,19082449,717647,4567822,2911405,990503,362986,20419,4816640,1754788,31891,74938,9934848,121348,3,Conservative,No,No,Normal,3748864,5.63,8.68,63,Partially Ready
267,60,68,3046499,253874,16635792,1352640,515750,379722,912729,291329,48,1230821,1385968,9779,252489,8912993,76415,1,Conservative,No,No,High,14687018,5.95,12.05,51,Partially Ready
268,44,52,368109,30675,17176983,847663,1070014,3575665,1233899,130884,96789,4604382,111416,55,203347,1840432,73979,5,Aggressive,No,No,High,13724195,8.33,9.65,59,Partially Ready
269,46,64,4872787,406065,7137235,1389337,1454669,1991755,583297,394740,145600,3226217,1768586,23611,233751,2588175,75620,1,Conservative,Yes,Yes,Normal,16430986,8.99,12.69,82,Ready
270,49,58,1010208,84184,4654348,1346880,3488448,3607742,1912722,1458339,111595,1508249,952934,33385,237363,9261862,117976,3,Aggressive,Yes,No,Normal,16935225,5.92,9.58,56,Partially Ready
271,39,63,4881574,406797,19389175,769591,280698,158817,2382992,1013486,96620,949291,1216911,31557,56976,2383832,137994,2,Moderate,Yes,Yes,Normal,15952844,8.92,14.89,72,Partially Ready
272,26,70,4823114,401926,19499103,655359,442702,3789911,1440937,1122046,2826,3933156,952179,33597,261012,9629539,86904,2,Moderate,Yes,Yes,High,19014843,6.11,14.72,60,Partially Ready
273,38,51,4269158,355763,19449195,354584,4805497,216509,2752805,611850,7156,2405984,1016615,5407,81490,8482495,20148,1,Aggressive,No,No,High,576573,8.26,9.94,53,Partially Ready
274,29,69,1764767,147063,19906510,316954,3746798,1550914,735678,547886,61917,4067791,379184,34562,32348,5752034,22125,1,Moderate,No,No,Normal,14870157,8.84,12.17,64,Partially Ready
275,32,56,3194704,266225,1872870,1346919,2217910,3168729,486515,110149,43935,3892439,836228,31210,173003,7990421,139597,3,Moderate,No,Yes,High,498057,5.17,12.78,51,Partially Ready
276,40,64,3504482,292040,10642752,1112022,344080,408375,2228405,1336775,92753,3622082,1280281,42733,157915,5619820,70864,5,Aggressive,No,No,Normal,19854309,5.34,8.69,71,Partially Ready
277,34,66,3130371,260864,6087001,656974,4593707,44367,2821935,17775,17813,100339,862451,6402,290389,1743274,116901,2,Conservative,Yes,Yes,Normal,2008640,5.76,13.08,61,Partially Ready
278,60,70,2118857,176571,4136598,1484941,1006440,362330,2536236,272435,98555,4748529,1684432,12108,73114,3091420,66410,0,Aggressive,No,No,High,10951641,5.47,12.62,75,Partially Ready
279,38,55,920732,76727,9354223,130835,3211150,1629866,1395255,125952,67695,2220169,373145,28873,51384,8249722,52604,3,Conservative,Yes,No,Normal,3665148,7.05,9.25,52,Partially Ready
280,50,63,1166435,97202,1219737,152923,590661,2396392,1051077,935082,4919,4175021,312170,42786,15454,634776,102362,3,Aggressive,Yes,No,High,14731667,5.33,12.9,67,Partially Ready
281,47,54,4830928,402577,7628162,6936,3224781,2890971,2021932,254182,148699,4490456,1960925,23522,189818,5080612,105018,5,Conservative,No,No,Normal,15522937,4.28,14.98,83,Ready
282,40,70,2003898,166991,5976326,1162819,329933,1611299,2771319,400562,78347,3272435,1880014,6997,203356,8162175,22246,1,Conservative,Yes,Yes,Normal,19995947,8.43,11.07,63,Partially Ready
283,37,65,3561218,296768,2163681,1133619,2581433,2095827,2239506,942265,4303,310736,711532,3673,192061,718308,106301,5,Aggressive,No,Yes,Normal,2517042,4.59,13.65,47,Not Ready
284,24,54,4401146,366762,689648,988219,384212,1017884,2941452,1360603,34219,120504,361232,41462,41192,5156264,25504,4,Conservative,Yes,Yes,High,7501185,6.28,9.19,37,Not Ready
285,26,56,3875320,322943,11369356,1422703,3372292,1359939,506682,1434637,143100,1152002,674422,13974,38900,9950319,45468,1,Moderate,Yes,No,Normal,14819027,5.68,8.85,65,Partially Ready
286,37,68,641407,53450,4525184,209647,3155215,3261749,661666,32779,127655,677150,13316,473,109064,1495541,74378,3,Aggressive,Yes,Yes,Normal,9191564,6.08,13.65,62,Partially Ready
287,55,67,3756369,313030,8078023,366055,315589,2500945,754976,1048340,23074,2526646,729501,27445,17396,9356827,61771,0,Aggressive,No,Yes,High,7082969,4.96,14.91,51,Partially Ready
288,39,51,1925032,160419,3830883,312931,3979663,2086728,739555,335040,11302,453216,1352371,23867,164455,3516332,113946,3,Conservative,Yes,Yes,Normal,5403130,5.26,12.32,56,Partially Ready
289,23,65,4619325,384943,3944498,148603,1973838,3025783,1865714,1242995,85451,3515382,416811,48961,185752,3859820,28870,5,Moderate,Yes,No,Normal,2567247,5.63,8.69,69,Partially Ready
290,52,66,4363506,363625,1873326,914075,1215855,906662,2556149,954185,46677,3249162,783254,8939,254987,3257379,94002,1,Conservative,Yes,No,Normal,3828208,8.88,9.42,55,Partially Ready
291,51,63,3808315,317359,5794562,720531,1844265,3717868,1237997,1265916,41101,1425522,1212408,36225,135430,1450798,107923,1,Aggressive,No,No,High,586668,8.28,11.42,62,Partially Ready
292,49,61,2378960,198246,11032229,910685,4860921,932840,2482070,312412,1331,3504524,92744,2625,261757,8459346,8813,5,Conservative,No,No,Normal,2888088,6.13,10.76,50,Partially Ready
293,57,62,3710959,309246,7365083,278317,3006524,1240634,1002700,1358199,23784,133631,1006177,43845,174822,2714601,120398,0,Moderate,No,Yes,High,6305749,8.29,13.23,61,Partially Ready
294,45,70,4194795,349566,95756,1315553,593062,1614300,2897218,698154,139177,274426,621994,27911,156447,9100550,54302,2,Aggressive,Yes,No,Normal,3823419,7.94,8.57,35,Not Ready
295,46,62,4203662,350305,1421515,766658,3073862,735124,2718633,1171868,17565,4703980,1487587,13416,87564,5619187,62556,5,Aggressive,Yes,Yes,High,11935039,6.7,12.54,46,Not Ready
296,39,66,3847786,320648,9349454,114210,531579,1563694,1447985,948773,127461,4206468,1104533,8041,261501,8923876,139684,2,Aggressive,Yes,Yes,High,3029595,8.5,11.16,67,Partially Ready
297,27,62,1799982,149998,9726181,161370,917419,691079,1157387,234932,38785,4163507,315617,13386,287990,380679,76852,1,Moderate,No,No,High,820826,6.08,12.78,72,Partially Ready
298,40,56,828058,69004,789426,487227,4358892,2703950,1408771,863380,89860,2737256,1019527,38886,292959,9201778,116721,2,Conservative,No,Yes,High,12578970,6.29,11.97,60,Partially Ready
299,40,51,1544352,128696,11898771,596392,3824588,697777,2594723,337200,140330,2392821,382269,11492,95470,2705405,62365,4,Conservative,No,No,High,6290678,4.58,14.96,71,Partially Ready
300,35,67,590993,49249,10684867,721099,1241046,1564118,1880847,1132182,42623,4476521,632416,7961,28067,6787429,130919,2,Conservative,Yes,No,High,16001803,7.84,14.63,59,Partially Ready
301,40,68,1533825,127818,19016022,927162,2841090,2890491,471085,1004496,10506,1169567,1421886,36107,76276,5168761,6500,3,Moderate,Yes,No,Normal,6648138,6.01,13.89,49,Not Ready
302,59,68,2163477,180289,9375688,410445,189151,350599,2258264,934193,22905,4293184,827166,12743,272145,5331091,134101,2,Moderate,Yes,No,High,13055789,8.72,14.36,65,Partially Ready
303,45,50,2687820,223985,11623601,736844,2584407,1868881,2353143,183707,56543,3726390,1555096,27237,246999,4842475,42936,3,Aggressive,No,Yes,Normal,4919734,8.03,14.79,62,Partially Ready
304,35,59,4281343,356778,17676178,703419,554619,3913927,2477486,788051,23186,55523,858701,41864,158303,6954391,45847,1,Conservative,Yes,No,High,18684690,6.78,12.97,56,Partially Ready
305,53,58,2833300,236108,19686330,637354,4144815,2345794,1943857,470853,7035,20524,323011,17214,172375,7927925,32552,3,Conservative,No,Yes,Normal,4104877,7.27,14.25,47,Not Ready
306,39,65,859728,71644,12188634,1218583,4030607,2372191,1829003,540879,124791,1003140,782661,33588,24198,4354311,42689,3,Aggressive,Yes,No,Normal,1874637,6.91,9.02,51,Partially Ready
307,39,61,3819138,318261,11994851,102162,2431490,1223327,2221355,1339967,20139,4310624,406459,41158,111074,1585592,43813,5,Moderate,No,No,Normal,18032170,6.72,14.11,69,Partially Ready
308,59,66,1505589,125465,482773,287203,4346731,1180351,1564534,1016906,108001,2854753,1931282,10684,68696,3655356,40515,4,Aggressive,Yes,No,High,2663569,6.52,13.82,46,Not Ready
309,29,54,445788,37149,16139961,730249,2613667,2898476,1520722,291533,115851,4388257,1601363,22416,105286,5111753,7539,1,Aggressive,Yes,Yes,High,4305852,7.72,8.83,64,Partially Ready
310,35,54,959386,79948,14304092,1448750,937193,326045,78879,1015556,113048,356657,411777,7065,32192,8614751,15536,0,Conservative,No,Yes,Normal,4253822,6.35,14.36,53,Partially Ready
311,60,66,1977926,164827,6250249,1406351,2948878,122721,380756,305255,72712,4863306,729466,23081,99178,8399251,63392,4,Conservative,Yes,Yes,High,5863760,6.52,8.48,58,Partially Ready
312,56,61,1127835,93986,7231164,1057374,3982202,1537057,2928181,1236020,48529,3688184,1412485,7033,109816,5952931,99513,3,Conservative,No,Yes,High,3801596,6.12,11.6,55,Partially Ready
313,55,62,4459206,371600,12171553,1477927,2418194,2336781,170324,172486,86013,4141563,242687,25217,163694,7666277,81790,1,Aggressive,No,No,High,6434572,7.44,13.89,64,Partially Ready
314,26,65,3382321,281860,6066218,26813,4124245,2818972,441122,831247,114834,4384409,1381075,44336,59567,2000143,37582,0,Aggressive,Yes,Yes,High,6780230,5.97,12.87,75,Partially Ready
315,43,56,3691422,307618,4169214,488363,3562677,3041711,2093419,584095,71558,3357418,746790,31183,227044,8129112,134064,0,Conservative,No,No,High,7845094,5.39,13.38,64,Partially Ready
316,30,50,1135533,94627,1823432,143085,4178658,2844188,112192,375590,100304,2742704,320311,19841,65506,1283746,136301,1,Moderate,No,No,High,18301202,7.84,13.55,76,Partially Ready
317,43,67,4885381,407115,642919,66266,3610510,3691514,499684,804530,117995,2638713,1788607,24663,247026,7711752,9432,2,Aggressive,Yes,No,High,4612676,4.16,11.9,46,Not Ready
318,41,62,4389068,365755,3720250,1192975,4115062,2768570,2322738,1437333,141398,4800047,985280,31189,96951,8500764,14611,3,Aggressive,No,No,High,2161046,5.96,11.46,67,Partially Ready
319,23,68,678481,56540,4351613,768417,2926590,3395513,2449335,56413,89458,3192480,204157,28059,195954,5995607,107984,1,Conservative,No,Yes,Normal,10331164,5.76,12.63,61,Partially Ready
320,29,60,1724211,143684,711424,1129141,2735666,156773,1933194,1379439,110748,4765143,1079529,27601,154785,342293,123129,3,Aggressive,No,No,Normal,16486596,6.94,14.9,67,Partially Ready
321,28,56,3118299,259858,16717539,1054382,2848263,698885,2578775,628140,95245,3657358,423118,32568,54489,8989803,56119,4,Moderate,Yes,Yes,Normal,19959682,5.44,8.33,68,Partially Ready
322,43,58,864299,72024,19056179,1113721,3986840,1791411,879709,728375,20096,2532076,1058305,19654,241969,9058817,82143,4,Aggressive,No,Yes,Normal,17421606,5.0,10.82,49,Not Ready
323,33,68,4487623,373968,7195510,1385811,3919957,1123804,2675657,1117193,113698,4748928,1523822,41075,46395,8762229,52598,1,Aggressive,No,No,High,10792226,5.82,9.03,69,Partially Ready
324,26,70,2007568,167297,13889135,559802,2407904,2709699,673539,537807,61900,3404650,500135,7442,93623,3219816,7262,3,Moderate,No,No,Normal,6877676,5.23,13.79,66,Partially Ready
325,32,58,1444463,120371,1027838,541897,2330120,2762665,2309828,369067,11070,4075537,1640463,1304,44007,1408104,82288,3,Moderate,Yes,No,Normal,8020226,7.01,14.07,65,Partially Ready
326,29,68,4496388,374699,4098094,1094624,4868913,3983223,2203100,528079,130141,757061,499283,39309,79108,5258152,86320,5,Aggressive,Yes,No,Normal,4941163,8.16,13.16,62,Partially Ready
327,28,55,2096073,174672,9262279,921646,3425702,1066636,2472462,117284,128544,4475070,785813,45850,74224,5309820,143063,2,Conservative,No,No,High,10440516,6.12,12.78,71,Partially Ready
328,23,70,592002,49333,1884499,1448466,2010546,1061087,2318308,806753,81072,3043849,1894057,44908,78991,8974312,61966,3,Moderate,No,Yes,Normal,10079856,8.29,10.72,63,Partially Ready
329,35,55,3981305,331775,10692940,1351466,3408197,3310637,142110,574696,20996,4124610,987950,48296,231510,5582152,110720,1,Aggressive,No,Yes,High,14222071,8.38,13.74,60,Partially Ready
330,60,70,4894673,407889,11014526,950558,229435,3195956,218518,1345056,48166,3719550,1658887,42015,86351,51603,105031,4,Conservative,Yes,Yes,Normal,17426364,5.0,10.14,76,Partially Ready
331,30,69,3741981,311831,10767256,946842,4012820,3663749,559980,546685,45476,4974615,1733859,21468,162742,3333024,22124,3,Aggressive,Yes,Yes,Normal,18841156,6.07,9.27,74,Partially Ready
332,36,52,4179101,348258,6702709,548999,1415627,208804,1682062,1296048,112434,2182361,313002,5836,207896,2854188,148699,3,Moderate,No,Yes,Normal,6916427,4.59,13.03,73,Partially Ready
333,34,58,2715600,226300,16631531,801266,1092191,1809039,866568,1258464,56509,2373701,1524017,44380,114280,7018429,47282,2,Moderate,Yes,No,Normal,12502984,6.04,9.02,61,Partially Ready
334,59,69,4143359,345279,2926912,21643,3933264,558701,1355791,1453375,104216,1780210,1495973,25132,236926,4298752,19151,2,Conservative,No,No,Normal,279884,4.48,8.41,64,Partially Ready
335,38,66,3495536,291294,10200462,827739,3111344,554647,2346966,86245,47021,2183484,356235,33013,273390,5690441,122705,4,Moderate,Yes,No,Normal,10611583,4.66,10.22,62,Partially Ready
336,24,54,4487682,373973,9478817,756216,3607823,1186675,1104009,1285410,69142,4336681,656430,28558,101499,5293931,128784,5,Aggressive,No,Yes,Normal,5086886,7.82,9.06,66,Partially Ready
337,25,57,1836300,153025,1253337,986180,2182916,685999,2961022,979648,114407,973280,1877318,32434,36386,7407471,93459,3,Moderate,Yes,Yes,Normal,11830773,8.94,11.93,54,Partially Ready
338,27,56,2683341,223611,6111774,352940,4267601,3450116,1144170,1181215,55678,4895150,8652,34472,109670,6986351,20141,0,Moderate,Yes,No,Normal,13326143,5.23,11.49,62,Partially Ready
339,45,68,1189778,99148,10906145,322490,242216,340003,1930357,1484168,125791,3808893,1317759,17650,18043,5526866,11494,2,Aggressive,Yes,Yes,Normal,9594361,7.28,14.66,63,Partially Ready
340,42,51,893276,74439,18409516,1263096,3199339,388187,1672933,535117,46664,2013938,1616647,26143,61760,344134,54584,2,Aggressive,Yes,Yes,High,16570028,4.81,13.46,70,Partially Ready
341,49,63,1401312,116776,12097526,1395697,806241,3489882,1541225,1075111,52395,4107255,934160,25433,264791,4504336,147602,3,Moderate,Yes,No,High,3218799,7.0,8.63,59,Partially Ready
342,24,66,3166763,263896,15603313,1418597,1880979,2716275,2878284,1496602,40650,4155064,1105783,41258,290082,1408784,76206,3,Moderate,Yes,Yes,High,8443427,6.34,8.55,72,Partially Ready
343,55,66,2778679,231556,19126892,100093,4622075,321000,189141,1076708,28215,4283655,891108,27067,64537,7795642,149023,4,Conservative,Yes,Yes,High,6124771,8.06,10.49,59,Partially Ready
344,33,62,679657,56638,2844767,872942,2496848,1316786,2462930,954200,117951,2223605,715830,12267,125660,3105251,20505,5,Conservative,No,Yes,Normal,13351780,7.74,12.23,63,Partially Ready
345,29,50,1740620,145051,16059486,965031,3398154,3643929,2758665,1262249,127591,2540070,1297087,40418,204125,6626953,79339,1,Conservative,Yes,Yes,Normal,7120576,4.44,8.95,61,Partially Ready
346,52,67,1517641,126470,8162797,913914,4517957,800753,361102,631070,121484,1242903,994027,27648,26438,1953854,43543,3,Moderate,No,Yes,High,19736935,8.51,13.17,75,Partially Ready
347,37,56,2773225,231102,19156915,821524,427166,1400268,33027,215301,113190,3487026,1779677,32486,167449,621045,127794,5,Aggressive,No,Yes,Normal,17827102,6.0,11.59,81,Ready
348,23,63,2949543,245795,18614180,133191,2246879,3744998,2719168,874800,124082,980970,1037647,40809,196804,7521651,114355,1,Moderate,No,No,Normal,17133435,4.1,10.02,69,Partially Ready
349,36,68,3145021,262085,15769153,275059,2461167,3032460,2983765,818667,109277,3022042,1669275,30954,99948,3476383,74044,3,Conservative,Yes,Yes,Normal,16615012,7.45,8.6,80,Ready
350,28,63,4441666,370138,10238866,492241,1756850,2335516,197339,38022,94053,2187816,748775,44363,98154,2931227,131983,3,Conservative,Yes,Yes,Normal,16419711,4.16,8.45,72,Partially Ready
351,38,60,3279977,273331,1616198,1168160,2243879,3759428,634088,1447319,135105,873606,1481438,3304,244547,7669463,29079,4,Conservative,Yes,Yes,Normal,4061414,8.87,13.47,54,Partially Ready
352,35,61,1617284,134773,9852020,1485126,3703720,3195911,2121884,1045201,26029,1294326,1357052,23837,190430,2311438,32239,3,Conservative,Yes,No,High,9722011,8.24,11.07,66,Partially Ready
353,54,61,1014993,84582,8976003,781055,3481344,1512648,2640064,1394596,64343,1271807,1579588,49381,292689,7075324,59816,3,Moderate,No,Yes,High,4984998,4.69,11.0,52,Partially Ready
354,22,66,883689,73640,2894684,709474,2640772,1684645,689227,910315,16113,3298956,1592141,2430,94142,9639471,15154,5,Aggressive,No,No,High,18676083,8.89,14.86,51,Partially Ready
355,41,60,3187001,265583,315154,586742,4427437,2560207,615983,1468625,105889,3742905,1350312,13443,246810,5792344,106038,0,Conservative,No,No,Normal,17564065,7.88,14.17,54,Partially Ready
356,56,65,2092935,174411,3164507,1073053,4628715,1309681,2186641,714518,41950,196475,58492,35385,150628,4049009,79676,0,Aggressive,Yes,No,High,17128853,7.63,14.91,55,Partially Ready
357,44,53,700412,58367,4235908,941069,2499478,2400967,21866,950318,88861,1980527,1689020,48874,294596,9991652,61299,5,Aggressive,Yes,No,Normal,3630829,5.75,9.99,56,Partially Ready
358,42,66,1915270,159605,12172126,952756,821981,614688,2984836,892741,108017,687422,193459,4075,237763,2182100,124846,5,Aggressive,No,No,High,19705981,5.07,8.55,67,Partially Ready
359,53,68,3851922,320993,14816632,1444975,4106568,3069043,1748699,341506,37839,4242839,266598,31769,254973,2170723,134528,1,Moderate,No,Yes,Normal,18857823,8.32,8.83,70,Partially Ready
360,45,53,3727751,310645,3752267,253475,3100311,2398155,1214630,84477,137042,1286011,246923,24344,174868,6282392,79497,1,Conservative,No,Yes,High,9612087,5.47,8.2,68,Partially Ready
361,35,55,4400298,366691,119986,256540,4593075,1462339,283386,93705,109464,4036400,1201792,20296,252174,5667733,98908,4,Conservative,Yes,No,High,15168447,6.38,13.04,51,Partially Ready
362,31,60,1049228,87435,13794845,812090,1953054,3775898,1658415,710930,141818,384363,1406022,29038,160424,1485285,43414,5,Moderate,Yes,Yes,Normal,18280943,7.54,12.0,76,Partially Ready
363,58,63,4676788,389732,6405070,997899,4216439,3761721,78282,252252,139423,1507796,39790,18019,122901,4115227,116452,2,Moderate,Yes,No,Normal,11507049,4.42,11.73,73,Partially Ready
364,49,59,3780739,315061,857216,1107090,2662396,1602270,1078681,190893,30053,833270,1136193,11020,164606,2416493,47885,2,Moderate,Yes,Yes,High,6188714,5.28,8.63,44,Not Ready
365,23,51,2800009,233334,13134205,207081,2684702,597522,1731504,679933,67615,3150032,1974631,7927,42199,3398383,62815,3,Aggressive,No,Yes,High,2134471,7.76,12.1,66,Partially Ready
366,42,64,4939915,411659,13709219,137275,4061525,121242,1709152,1328632,61273,156219,564468,36311,68220,4132498,145413,4,Moderate,No,Yes,Normal,4877044,7.26,8.88,63,Partially Ready
367,45,67,1710865,142572,8276254,1127293,3554693,3823077,2328477,947371,10955,8397,1704237,30451,166650,2808198,142,2,Aggressive,No,No,High,7238844,4.3,14.45,51,Partially Ready
368,59,70,4580945,381745,9489240,95388,1354058,3100357,2240132,1180867,18333,2521937,188146,25906,79475,2342942,145877,1,Aggressive,No,No,High,15290698,8.99,14.15,60,Partially Ready
369,39,57,2998097,249841,11513194,441710,3857076,2514542,1377649,33291,35055,17175,1276718,31229,17243,160702,45491,5,Moderate,No,Yes,Normal,18174072,6.07,14.27,71,Partially Ready
370,23,64,1335285,111273,11894537,789318,3002834,1622151,743174,1461778,2210,1046595,970336,24279,116182,7458775,2454,2,Aggressive,No,Yes,Normal,10272983,5.11,8.14,44,Not Ready
371,36,57,4442367,370197,12230231,77166,2355155,2067111,2952990,1482619,54810,59856,411223,41840,222663,1861373,72704,4,Conservative,Yes,Yes,Normal,2282693,6.85,11.46,64,Partially Ready
372,30,58,2212310,184359,17601650,575307,1609367,3555373,2843648,48480,139707,2121655,1427490,36707,252988,32798,111965,0,Moderate,No,No,High,4184168,7.2,14.6,81,Ready
373,55,67,4457182,371431,12178982,1084766,364608,3706936,941823,98492,72858,3523736,1116545,29416,180801,86558,102723,4,Conservative,Yes,No,Normal,8488076,4.97,8.57,76,Partially Ready
374,34,55,3061736,255144,10478914,131793,811397,116906,2013125,905862,6297,4970508,1671893,41045,190270,4201173,64789,2,Conservative,No,Yes,Normal,14814607,4.54,9.67,67,Partially Ready
375,28,70,4045145,337095,19475817,261779,717517,254539,139853,791454,82124,545496,1641328,8358,47507,7414160,14362,0,Conservative,Yes,Yes,High,12899522,5.51,12.38,63,Partially Ready
376,47,55,3748623,312385,7871940,1257401,88974,1901744,1610277,973517,112225,849580,712227,42658,28616,7618143,135584,0,Conservative,Yes,Yes,Normal,17175783,5.64,9.35,64,Partially Ready
377,38,61,3831662,319305,16203080,1302018,3729779,779819,1019855,288720,11552,507436,267765,20425,243509,8608821,93780,1,Conservative,No,No,High,9866485,5.56,14.2,51,Partially Ready
378,45,50,4642619,386884,19727658,1379248,1212995,240407,995674,1063482,146656,458079,885126,22532,117449,3361682,52759,5,Moderate,No,No,High,10153967,7.93,10.39,74,Partially Ready
379,48,63,1661303,138441,3568111,952740,353933,2080084,920254,7753,58464,1931678,978398,40889,126745,4010074,126024,2,Aggressive,No,Yes,High,6282219,7.67,14.67,55,Partially Ready
380,22,61,382980,31915,2524007,750542,251805,2326545,483138,298638,76172,3694411,407693,41375,203696,736600,7781,1,Moderate,Yes,No,Normal,6090856,5.0,9.99,71,Partially Ready
381,34,50,1777044,148087,8834167,212211,176108,3487336,2841441,287820,99332,930875,709641,13778,174945,7653827,62953,1,Aggressive,No,Yes,Normal,4946341,5.85,10.61,48,Not Ready
382,30,56,1907939,158994,17919570,793133,3139481,1333585,2514691,900811,64107,387513,1600299,40372,114143,8983668,77118,0,Aggressive,No,Yes,High,7120847,7.95,10.29,45,Not Ready
383,27,65,844194,70349,5668137,1066640,3255751,3151214,2705626,1067782,98111,4182457,1088196,30426,108846,5399296,98010,3,Moderate,No,No,Normal,7052464,6.63,11.38,65,Partially Ready
384,36,56,4092322,341026,7914641,830262,1833697,1283452,1782675,790800,149781,1318767,1961883,24517,148446,9236729,22219,3,Aggressive,No,Yes,Normal,15711303,4.67,8.59,65,Partially Ready
385,54,68,3121709,260142,14347622,946132,3922101,1814060,1715272,770728,130427,2659360,572563,25059,27959,3012613,115785,2,Conservative,No,Yes,High,7741739,5.17,12.52,75,Partially Ready
386,28,53,898516,74876,12137544,80281,4580398,840146,1399881,412397,86308,2097350,634840,48838,158898,3198449,36140,5,Aggressive,No,Yes,High,9557157,8.99,13.27,56,Partially Ready
387,44,62,3703748,308645,19510019,1374281,99746,1979728,2743456,1075098,39133,3334516,477266,14871,125034,7959753,61269,3,Aggressive,No,No,Normal,10605048,6.58,13.5,56,Partially Ready
388,34,63,3803819,316984,7082497,919980,3774638,3577506,2342295,63132,98225,1165598,1211122,8411,175207,162422,131019,2,Conservative,No,No,High,18138997,8.05,13.84,74,Partially Ready
389,41,60,494949,41245,19094738,67547,1167146,644627,1385171,1191582,102468,3198731,428248,25600,48401,8967263,101301,4,Moderate,No,Yes,Normal,3600169,4.94,8.76,63,Partially Ready
390,57,64,568931,47410,16445142,56284,1566086,834661,291466,809278,74401,1727149,488719,19077,289934,1174060,119187,1,Moderate,No,No,Normal,3815950,4.29,11.63,67,Partially Ready
391,30,67,3809904,317492,16097445,144206,3263108,3789920,866038,272487,53916,2598431,906390,46509,263921,2663907,81346,5,Moderate,No,Yes,Normal,4887948,6.94,11.52,69,Partially Ready
392,50,57,3649041,304086,8332580,1102801,2758941,3818085,2387519,1029614,120639,3881370,1208237,2561,62764,4830358,119618,2,Moderate,Yes,No,Normal,6125641,5.73,13.9,76,Partially Ready
393,49,68,3526803,293900,6205369,1464906,4769890,400699,1650673,1465164,11446,2010709,1857115,10350,158537,9021738,76517,5,Aggressive,Yes,No,High,18649691,7.33,8.47,56,Partially Ready
